id,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,provider_id,rating,reviews,price,type,types,type_id,type_ids,address,open_state,hours,operating_hours,phone,website,amenities,description,service_options,thumbnail,extensions,unsupported_extensions,serpapi_thumbnail,user_review
5156,19,Thiên Ngọc Tattoo Studio,ChIJwb8pvNShQTERVrWVLLpL24o,0x3141a1d4bc29bfc1:0x8adb4bba2c95b556,10005674260117697878,https://serpapi.com/search.json?data_id=0x3141a1d4bc29bfc1%3A0x8adb4bba2c95b556&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1d4bc29bfc1%3A0x8adb4bba2c95b556&engine=google_maps_photos&hl=en,"{""latitude"": 16.4648173, ""longitude"": 107.59761999999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJwb8pvNShQTERVrWVLLpL24o,/g/11jz2d6h72,5.0,6,,Tattoo shop,"[""Tattoo shop"", ""Tattoo artist""]",tattoo_shop,"[""tattoo_shop"", ""tattoo_artist""]","29 Kiệt 9 Lê Quý Dôn, Phú Nhuận, Huế, Thành phố Huế, Vietnam",Open · Closes 10 PM,Open · Closes 10 PM,"{""monday"": ""9\u202fAM\u201310\u202fPM"", ""tuesday"": ""9\u202fAM\u201310\u202fPM"", ""wednesday"": ""9\u202fAM\u201310\u202fPM"", ""thursday"": ""9\u202fAM\u201310\u202fPM"", ""friday"": ""9\u202fAM\u201310\u202fPM"", ""saturday"": ""9\u202fAM\u201310\u202fPM"", ""sunday"": ""9\u202fAM\u201310\u202fPM""}",+84 905 115 059,https://www.facebook.com/thienngoctattoo,null,,null,https://lh3.googleusercontent.com/p/AF1QipPqGPDXMW3dt1JdcocaKV1oYP3PW51QzEHqfnTa=w80-h106-k-no,null,null,https://serpapi.com/images/url/84K8PXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQUOge4BLhG26cUmLolZKcn5zoHWaYHxlgHBBuahhY5epRmJYXkmhbbmGgm2FoYKabrZuXDwCgWyEK,
5157,20,Lifetattoo,ChIJneG7KrahQTEROyvOA8oFmko,0x3141a1b62abbe19d:0x4a9a05ca03ce2b3b,5375615470425484091,https://serpapi.com/search.json?data_id=0x3141a1b62abbe19d%3A0x4a9a05ca03ce2b3b&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1b62abbe19d%3A0x4a9a05ca03ce2b3b&engine=google_maps_photos&hl=en,"{""latitude"": 16.4534743, ""longitude"": 107.58900349999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJneG7KrahQTEROyvOA8oFmko,/g/11smh1_1l7,5.0,1,,Tattoo shop,"[""Tattoo shop""]",tattoo_shop,"[""tattoo_shop""]","29 Hàm Nghi, tổ 16, Huế, Thành phố Huế, Vietnam",Open 24 hours,Open 24 hours,"{""monday"": ""Open 24 hours"", ""tuesday"": ""Open 24 hours"", ""wednesday"": ""Open 24 hours"", ""thursday"": ""Open 24 hours"", ""friday"": ""Open 24 hours"", ""saturday"": ""Open 24 hours"", ""sunday"": ""Open 24 hours""}",+84 774 442 242,,null,,null,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D0-wVaM5ptDxVOwxIW7EPg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=5.4621625&pitch=0&thumbfov=100,null,null,https://serpapi.com/images/url/6Y0KvXicHc1LDsIgEADQ27Ar0MbWTzJxUxcujK7q0lBEIKFlUsZSb-O1vI3GC7z3eTsiTDshEk3G0OxNRr-YkApU3MZog1HoE9dxEHMpyD2HflQ-7FGN0d-hlUXu1KlGapfunJfjdX24WKb7mw7ejATJqEk7bvNPnOKdW0wsw0YyB9uKvVSGmq-aqmyqmqEn7UCy__KIM5RSfgFpvDlf,
5158,1,Dong Da Hue Laundromat,ChIJmYHU0j6hQTERMO1Efixy4gM,0x3141a13ed2d48199:0x3e2722c7e44ed30,279911662272965936,https://serpapi.com/search.json?data_id=0x3141a13ed2d48199%3A0x3e2722c7e44ed30&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a13ed2d48199%3A0x3e2722c7e44ed30&engine=google_maps_photos&hl=en,"{""latitude"": 16.462148, ""longitude"": 107.5917415}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJmYHU0j6hQTERMO1Efixy4gM,/g/11f39ph0ds,4.8,349,,Laundry service,"[""Laundry service""]",laundry_service,"[""laundry_service""]","Kiệt 11 Lý Thường Kiệt, Phú Nhuận, Huế, Thành phố Huế, Vietnam",Open · Closes 9 PM,Open · Closes 9 PM,"{""monday"": ""7:30\u202fAM\u20139\u202fPM"", ""tuesday"": ""7:30\u202fAM\u20139\u202fPM"", ""wednesday"": ""7:30\u202fAM\u20139\u202fPM"", ""thursday"": ""7:30\u202fAM\u20139\u202fPM"", ""friday"": ""7:30\u202fAM\u20139\u202fPM"", ""saturday"": ""7:30\u202fAM\u20139\u202fPM"", ""sunday"": ""7:30\u202fAM\u20139\u202fPM""}",+84 392 359 228,http://giatsayhue.com/,null,,"{""online_estimates"": true, ""onsite_services"": true}",https://lh3.googleusercontent.com/p/AF1QipPcGlv11Pxkcoi_9T3MoqsngIRyWFv3y_zfrxgl=w80-h106-k-no,"[{""service_options"": [""Online estimates"", ""Onsite services""]}]","[{""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}]",https://serpapi.com/images/url/Pcw23XicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQkOyeU2ZoGFCRnZyfGW8ZYuybX1icl-4ZVBnuVmZcGV-VVlSRnmNbbmGgm2FoYKabrZuXDwDKYSKF,"""Laundry done the same day, great price, smelt lovely and folded nicely."""
5159,6,Laundry - Self Service 24/7,ChIJR5DaaSKhQTERheBgKmdD58s,0x3141a12269da9047:0xcbe743672a60e085,14692786419691217029,https://serpapi.com/search.json?data_id=0x3141a12269da9047%3A0xcbe743672a60e085&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a12269da9047%3A0xcbe743672a60e085&engine=google_maps_photos&hl=en,"{""latitude"": 16.472267, ""longitude"": 107.5953251}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJR5DaaSKhQTERheBgKmdD58s,/g/11xcqg9zct,4.5,31,,Laundromat,"[""Laundromat""]",laundromat,"[""laundromat""]","3 Nguyễn Công Trứ, Phú Hội, Huế, Thành phố Huế 53000, Vietnam",Open 24 hours,Open 24 hours,"{""monday"": ""Open 24 hours"", ""tuesday"": ""Open 24 hours"", ""wednesday"": ""Open 24 hours"", ""thursday"": ""Open 24 hours"", ""friday"": ""Open 24 hours"", ""saturday"": ""Open 24 hours"", ""sunday"": ""Open 24 hours""}",+84 352 276 469,https://wash-go247.com/,null,,"{""online_estimates"": true, ""onsite_services"": false}",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwngXviplVML-O2Y-Cvo574BV0YmTtpCqe1DyaY0B4sPRaFI8QgsCk4Xorlr3i-oW36Fy7naTUlY6VFe7ImA2kvRcrVDyVhwfjiaTn8lNr_VCk-sZMi5FNmzQYGYkvsMGVTpjKE36ukqRnz=w80-h106-k-no,"[{""service_options"": [""Online estimates""]}, {""accessibility"": [""Wheelchair accessible seating""]}]","[{""service_options"": [""Onsite services""]}, {""accessibility"": [""Assistive hearing loop"", ""Wheelchair accessible restroom""]}]",https://serpapi.com/images/url/kKNLTXicBcFRboIwGADgE1WqIJAle1AUYhxuMlatL4aQWmpLW_tXCN5xB9ht9n1_v533Ft6CQHXhjBvDFXsCc63Rnmk_a00fcAuoBQTBqsBCfY-anwdhFSk_0OeComwwyyRaE0z72tvsweabqaF4HcFX1eS79Mghk9HZOOVCgcwpjPMp0U39o2hMcpbs-tVCDlXryGYi3Xi7i6bWqTq4K8kkgksplvmhfx1pQeUAZUFqe99vw_gpH5V-vY8pRt0cx0gibf4BHHxIBw,"""Super clean and easy to use with brand new machines."""
5160,2,Salem Laundry,ChIJk5n5mtihQTER9X-Z9y30Aro,0x3141a1d89af99993:0xba02f42df7997ff5,13403543919272755189,https://serpapi.com/search.json?data_id=0x3141a1d89af99993%3A0xba02f42df7997ff5&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1d89af99993%3A0xba02f42df7997ff5&engine=google_maps_photos&hl=en,"{""latitude"": 16.4690685, ""longitude"": 107.59689549999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJk5n5mtihQTER9X-Z9y30Aro,/g/11ryq4wx3j,4.8,144,,Laundry service,"[""Laundry service""]",laundry_service,"[""laundry_service""]","40 Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thành phố Huế 49100, Vietnam",Open · Closes 10 PM,Open · Closes 10 PM,"{""monday"": ""7\u202fAM\u201310\u202fPM"", ""tuesday"": ""7\u202fAM\u201310\u202fPM"", ""wednesday"": ""7\u202fAM\u201310\u202fPM"", ""thursday"": ""7\u202fAM\u201310\u202fPM"", ""friday"": ""7\u202fAM\u201310\u202fPM"", ""saturday"": ""7\u202fAM\u201310\u202fPM"", ""sunday"": ""7\u202fAM\u201310\u202fPM""}",+84 787 757 636,,null,,"{""online_estimates"": true, ""onsite_services"": true}",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBkSqkpDJ5n1njZfKZOYyzjy1Z5Gcf0vXoc-qeJ0aJKuc4wCeVrvt_rOUnTlEWC-xmt39TJu781gxT33156lgjN3_ZaOQG4f_mmUnyj6wstWtHDsCQWNL7xrQtWlOqd3mEgkU=w199-h92-k-no,"[{""from_the_business"": [""Identifies as women-owned""]}, {""service_options"": [""Online estimates"", ""Onsite services""]}, {""amenities"": [""Gender-neutral restroom""]}, {""planning"": [""Appointment required""]}]",null,https://serpapi.com/images/url/JZOO_3icBcFbjoIwFADQFVXoVHQw8UPRYNBIiCDKDzG1FKEPoBcB1zebmN14zv9fCdCYlWWJksy41lyw3rCOagVMwYxqafHGIGqQsTa-_RKXYVtf2rrZBY7CqsqKYxbep0814czxaWG_b5qilgX2Izj2dD547Nq9Ie_CRMVin3polEDcOOiXv5iPMSHYWQhenUmePcLInxe5lImaqsVgIIXDznhRej4txy6CVITtk8g9r5P1gF0Xle4PqpHSX_mbRYY,"""Dropped off my clothes in the evening and they were ready next day 10am."""
5161,17,GIẶT SẤY 5K ĐỒNG KHỞI,ChIJT2BbpqunQTER3qAKiYMnnxE,0x3141a7aba65b604f:0x119f2783890aa0de,1269777065835143390,https://serpapi.com/search.json?data_id=0x3141a7aba65b604f%3A0x119f2783890aa0de&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a7aba65b604f%3A0x119f2783890aa0de&engine=google_maps_photos&hl=en,"{""latitude"": 16.4511917, ""longitude"": 107.57466459999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJT2BbpqunQTER3qAKiYMnnxE,/g/11y8rb2ncy,5.0,40,,Laundromat,"[""Laundromat""]",laundromat,"[""laundromat""]","Lô 16A Đ. Khởi, P, Huế, Thành phố Huế 49678, Vietnam",Open · Closes 8 PM,Open · Closes 8 PM,"{""monday"": ""7\u202fAM\u20138\u202fPM"", ""tuesday"": ""7\u202fAM\u20138\u202fPM"", ""wednesday"": ""7\u202fAM\u20138\u202fPM"", ""thursday"": ""7\u202fAM\u20138\u202fPM"", ""friday"": ""7\u202fAM\u20138\u202fPM"", ""saturday"": ""7\u202fAM\u20138\u202fPM"", ""sunday"": ""7\u202fAM\u20138\u202fPM""}",+84 785 228 352,,null,,"{""online_estimates"": true, ""onsite_services"": true}",https://lh3.googleusercontent.com/p/AF1QipOFmqd-4-gn-p4xmvJnrL-ANfsrUk3XWakuoenQ=w149-h92-k-no,"[{""from_the_business"": [""Identifies as women-owned""]}, {""service_options"": [""Online estimates"", ""Onsite services""]}, {""accessibility"": [""Assistive hearing loop"", ""Wheelchair accessible restroom"", ""Wheelchair accessible seating""]}, {""amenities"": [""Gender-neutral restroom""]}, {""crowd"": [""LGBTQ+ friendly"", ""Transgender safespace""]}, {""parking"": [""Free parking garage"", ""Free parking lot"", ""Free street parking"", ""On-site parking""]}]",null,https://serpapi.com/images/url/bhsisnicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng75ZbmKJropuep1tgUpFb5pVX5KPr6JdWXBSabRwRnphdmp-aF2hbbmhiqZthaaSbrZuXDwCzoSHZ,"""Completely fuss-free, friendly service and reasonable prices."""
5162,11,Giặt là HOME Laundromat - Hue,ChIJJReYkSKhQTERtejdY3eU6yM,0x3141a12291981725:0x23eb947763dde8b5,2588325651351988405,https://serpapi.com/search.json?data_id=0x3141a12291981725%3A0x23eb947763dde8b5&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a12291981725%3A0x23eb947763dde8b5&engine=google_maps_photos&hl=en,"{""latitude"": 16.4702152, ""longitude"": 107.59709289999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJJReYkSKhQTERtejdY3eU6yM,/g/11g6rkql3_,4.5,98,,Washer & dryer store,"[""Washer & dryer store""]",washer_and_dryer_store,"[""washer_and_dryer_store""]","18 Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thành phố Huế 530000, Vietnam",Open · Closes 9 PM,Open · Closes 9 PM,"{""monday"": ""8\u202fAM\u20139\u202fPM"", ""tuesday"": ""8\u202fAM\u20139\u202fPM"", ""wednesday"": ""8\u202fAM\u20139\u202fPM"", ""thursday"": ""8\u202fAM\u20139\u202fPM"", ""friday"": ""8\u202fAM\u20139\u202fPM"", ""saturday"": ""8\u202fAM\u20139\u202fPM"", ""sunday"": ""8:30\u202fAM\u20139\u202fPM""}",+84 939 999 736,,null,,"{""in_store_shopping"": true, ""in_store_pickup"": true, ""delivery"": true}",https://lh3.googleusercontent.com/p/AF1QipMejskINTDd1vRI6eRGLhzEjDHrJWQubdt6YbEo=w80-h106-k-no,"[{""service_options"": [""Delivery"", ""In-store pickup"", ""In-store shopping"", ""Same-day delivery""]}]","[{""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}]",https://serpapi.com/images/url/bJFE43icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngm5pVnO3pF-KSYlgW5GmWGuTuk1HlmuXiUeQVHlialFJiFpnkmm9bbmGgm2FoYKabrZuXDwC0GiGa,"""Clothes are returned super clean, folded and smelling great!"""
5163,3,Tiệm Giặt Sấy TH Laudry,ChIJBXUnwGGhQTERDYtEgCmEiz4,0x3141a161c0277505:0x3e8b842980448b0d,4506841165894814477,https://serpapi.com/search.json?data_id=0x3141a161c0277505%3A0x3e8b842980448b0d&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a161c0277505%3A0x3e8b842980448b0d&engine=google_maps_photos&hl=en,"{""latitude"": 16.4687533, ""longitude"": 107.5968066}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJBXUnwGGhQTERDYtEgCmEiz4,/g/11lcjchs33,4.8,120,,Dry cleaner,"[""Dry cleaner""]",dry_cleaner,"[""dry_cleaner""]","50 Kiệt 42 Nguyễn Công Trứ, Phú Hội, Huế, Thành phố Huế 49118, Vietnam",Open 24 hours,Open 24 hours,"{""monday"": ""Open 24 hours"", ""tuesday"": ""Open 24 hours"", ""wednesday"": ""Open 24 hours"", ""thursday"": ""Open 24 hours"", ""friday"": ""Open 24 hours"", ""saturday"": ""Open 24 hours"", ""sunday"": ""Open 24 hours""}",+84 789 490 080,,null,,"{""online_estimates"": true, ""onsite_services"": true}",https://lh3.googleusercontent.com/p/AF1QipMQHmn7YhjmAyFvY7J1giFEY1w3wcXTZcIUN7Op=w80-h168-k-no,"[{""service_options"": [""Online estimates"", ""Onsite services""]}, {""accessibility"": [""Wheelchair accessible restroom"", ""Wheelchair accessible seating""]}, {""amenities"": [""Gender-neutral restroom""]}, {""crowd"": [""LGBTQ+ friendly"", ""Transgender safespace""]}, {""payments"": [""Credit cards"", ""NFC mobile payments""]}, {""parking"": [""Free parking garage"", ""Free parking lot"", ""Free street parking"", ""On-site parking"", ""Paid parking garage""]}]","[{""accessibility"": [""Assistive hearing loop""]}]",https://serpapi.com/images/url/O6Q87HicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngG-iRm2cemZGV61jpVhZp7mWYnunmGmlYblyeHBESlewZ6mfuX2BbbmGgm2FoZqGbrZuXDwCsDyFD,"""My clothes came back smelling incredibly fresh and perfectly clean."""
5164,4,THE PURPLE LAUNDRY,ChIJmT9QFGWhQTERA76OB4UFGyc,0x3141a16514503f99:0x271b0585078ebe03,2817852060765961731,https://serpapi.com/search.json?data_id=0x3141a16514503f99%3A0x271b0585078ebe03&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a16514503f99%3A0x271b0585078ebe03&engine=google_maps_photos&hl=en,"{""latitude"": 16.4658416, ""longitude"": 107.5942118}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJmT9QFGWhQTERA76OB4UFGyc,/g/11x8qcz02p,4.8,61,,Laundry service,"[""Laundry service""]",laundry_service,"[""laundry_service""]","56 Nguyễn Tri Phương, Phú Hội, Quan Thuạn Hoa, Thành phố Huế 49000, Vietnam",Open · Closes 11:30 PM,Open · Closes 11:30 PM,"{""monday"": ""7\u202fAM\u201311:30\u202fPM"", ""tuesday"": ""7\u202fAM\u201311:30\u202fPM"", ""wednesday"": ""7\u202fAM\u201311:30\u202fPM"", ""thursday"": ""7\u202fAM\u201311:30\u202fPM"", ""friday"": ""7\u202fAM\u201311:30\u202fPM"", ""saturday"": ""7\u202fAM\u201311:30\u202fPM"", ""sunday"": ""7\u202fAM\u201311:30\u202fPM""}",+84 352 599 455,,null,,null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkBAQZm_cl-e8zWeHvVpKjCXSVi4BRSwcyM9TJ4YRugiF4oOwqSx_MNgAwmjzu6QA2iekwwnDFzaINnMUgz6vpihgPPfGvRBbVcguRz-qdg8SzrnYBRk0NIwEPEAdqBJ8MC7jBdD5rx2zS=w80-h106-k-no,null,null,https://serpapi.com/images/url/VPIqoXicBcFbUoMwFADQFaXQihSd8SPpuw5IE0XrT0dDegmPBAiQmj26AHfjOX-_xTC05tHz6uJuBlpDLUYjeq7VINQw47rxoDWIG2Q8vPNlzVxF8OmzufAaici9i_2Utc_l6oNlMiCUWf4TP7wegzMdQW4D_WI7drvECWDblG4MT3ghRWWtWm_d1yFR8Ru4cGplAWl63U2UfGccRupQl0PEXK_OhFZ-crCbdIPzjhyjeLUsSb6-728Lx55s5KNi7oeoQkr_A9pTSS8,"""Clean laundry the same day, and really helpfull nice people!"""
5165,5,Dịch vụ giặt sấy Eco Laundry,ChIJX0uXRwGhQTERzQGQEGmStSs,0x3141a10147974b5f:0x2bb59269109001cd,3149584494362624461,https://serpapi.com/search.json?data_id=0x3141a10147974b5f%3A0x2bb59269109001cd&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a10147974b5f%3A0x2bb59269109001cd&engine=google_maps_photos&hl=en,"{""latitude"": 16.453130899999998, ""longitude"": 107.59218109999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJX0uXRwGhQTERzQGQEGmStSs,/g/11vl8d_bgy,4.9,196,,Laundry service,"[""Laundry service"", ""Dry cleaner"", ""Washer & dryer store""]",laundry_service,"[""laundry_service"", ""dry_cleaner"", ""washer_and_dryer_store""]","1 Duy Tân, Phước Vĩnh, Huế, Thành phố Huế, Vietnam",Open · Closes 8:30 PM,Open · Closes 8:30 PM,"{""monday"": ""7\u202fAM\u20138:30\u202fPM"", ""tuesday"": ""7\u202fAM\u20138:30\u202fPM"", ""wednesday"": ""7\u202fAM\u20138:30\u202fPM"", ""thursday"": ""7\u202fAM\u20138:30\u202fPM"", ""friday"": ""7\u202fAM\u20138:30\u202fPM"", ""saturday"": ""7\u202fAM\u20138:30\u202fPM"", ""sunday"": ""7\u202fAM\u20138:30\u202fPM""}",+84 867 599 921,https://giatsayeco.com/,null,,null,https://lh3.googleusercontent.com/p/AF1QipMtuASP4xvV1gXUCZjMzdP778keQ-r5MtLSx-Uv=w92-h92-k-no,"[{""from_the_business"": [""Identifies as women-owned""]}, {""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}, {""crowd"": [""LGBTQ+ friendly"", ""Transgender safespace""]}]",null,https://serpapi.com/images/url/EW5UBnicuxmbUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngW1LqGBxgUlEWZpgeEeocleVblRJgbm6RnRqoW2TqW-ITXKEbWmZbbmmkmwHE2bp5-QCK8yEQ,"""Amazing service and all clothes came back folded and smelling great."""
5166,7,30 Laundry Hue,ChIJ4coTJ3ehQTERwhJkthjYuLc,0x3141a1772713cae1:0xb7b8d818b66412c2,13238568705306399426,https://serpapi.com/search.json?data_id=0x3141a1772713cae1%3A0xb7b8d818b66412c2&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1772713cae1%3A0xb7b8d818b66412c2&engine=google_maps_photos&hl=en,"{""latitude"": 16.4753011, ""longitude"": 107.5834352}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ4coTJ3ehQTERwhJkthjYuLc,/g/11w9pbnd66,4.8,40,,Laundry service,"[""Laundry service""]",laundry_service,"[""laundry_service""]","30 Nguyễn Chí Diểu, Phường, Huế, Thành phố Huế 530000, Vietnam",Open 24 hours,Open 24 hours,"{""monday"": ""Open 24 hours"", ""tuesday"": ""Open 24 hours"", ""wednesday"": ""Open 24 hours"", ""thursday"": ""Open 24 hours"", ""friday"": ""Open 24 hours"", ""saturday"": ""Open 24 hours"", ""sunday"": ""Open 24 hours""}",+84 935 100 806,https://www.facebook.com/30Laundry,null,,null,https://lh3.googleusercontent.com/p/AF1QipMyE3d1ddteaazgNe-D8OEIRhCv9_BnI2pSDjaN=w138-h92-k-no,null,null,https://serpapi.com/images/url/SEncV3icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngW-lqnGKYklKSmphYle6Xquti4e_qGZThXGYZ75TnaVQQ7JKV6GdbbmhsoZthaaSbrZuXDwCn_CEk,"""dropped off laundry at 9am, and it was ready by 3pm the same day!"""
5167,8,Giặt Sấy Hướng Dương,ChIJu5ij35mhQTERQ-llfLb2lEQ,0x3141a199dfa398bb:0x4494f6b67c65e943,4941845954763811139,https://serpapi.com/search.json?data_id=0x3141a199dfa398bb%3A0x4494f6b67c65e943&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a199dfa398bb%3A0x4494f6b67c65e943&engine=google_maps_photos&hl=en,"{""latitude"": 16.4676161, ""longitude"": 107.60166339999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJu5ij35mhQTERQ-llfLb2lEQ,/g/11vhw5vdf7,4.9,25,,Laundry service,"[""Laundry service""]",laundry_service,"[""laundry_service""]","21 Dương Văn An, Xuân Phú, Huế, Thành phố Huế 530000, Vietnam",Open · Closes 9 PM,Open · Closes 9 PM,"{""monday"": ""7\u202fAM\u20139\u202fPM"", ""tuesday"": ""7\u202fAM\u20139\u202fPM"", ""wednesday"": ""7\u202fAM\u20139\u202fPM"", ""thursday"": ""7\u202fAM\u20139\u202fPM"", ""friday"": ""7\u202fAM\u20139\u202fPM"", ""saturday"": ""7\u202fAM\u20139\u202fPM"", ""sunday"": ""7\u202fAM\u20139\u202fPM""}",+84 383 475 495,,null,,null,https://lh3.googleusercontent.com/p/AF1QipOXl7a2mAxPCxANePyzsFTkiKjft-FMcVZqmwu2=w88-h92-k-no,null,null,https://serpapi.com/images/url/JcaCE3icuxmbUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngH5FjnmiU61gR4Fzh6JcaUFlV7BaSnemdlVai6-abHBZVmFteamRbbmGhm2FppJutm5cPAJv0IdU,"""Good Price good service fast easy good shop 👍👍👍"""
5168,9,Giặt sấy Khang Thịnh Huế,ChIJoxqkHCmhQTERE30Qg_Tp62E,0x3141a1291ca41aa3:0x61ebe9f483107d13,7055990477586201875,https://serpapi.com/search.json?data_id=0x3141a1291ca41aa3%3A0x61ebe9f483107d13&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1291ca41aa3%3A0x61ebe9f483107d13&engine=google_maps_photos&hl=en,"{""latitude"": 16.4553284, ""longitude"": 107.5942276}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJoxqkHCmhQTERE30Qg_Tp62E,/g/11jw4mp15m,4.9,116,,Laundry service,"[""Laundry service"", ""Dry cleaner"", ""Laundry"", ""Washer & dryer store""]",laundry_service,"[""laundry_service"", ""dry_cleaner"", ""laundry"", ""washer_and_dryer_store""]","6/256 Phan Chu Trinh, Vĩnh Ninh, Huế, Thành phố Huế, Vietnam",Open · Closes 7 PM,Open · Closes 7 PM,"{""monday"": ""7:30\u202fAM\u20137\u202fPM"", ""tuesday"": ""7:30\u202fAM\u20137\u202fPM"", ""wednesday"": ""7:30\u202fAM\u20137\u202fPM"", ""thursday"": ""7:30\u202fAM\u20137\u202fPM"", ""friday"": ""7:30\u202fAM\u20137\u202fPM"", ""saturday"": ""7:30\u202fAM\u20137\u202fPM"", ""sunday"": ""7:30\u202fAM\u20137\u202fPM""}",+84 934 852 694,https://www.facebook.com/giatsayKhangThinh,null,,"{""online_estimates"": false}",https://lh3.googleusercontent.com/p/AF1QipNgp_v7lXnGzImnMkHBllAxZtrGbsW18uZi-ZUY=w122-h92-k-no,"[{""from_the_business"": [""Identifies as women-owned""]}, {""crowd"": [""LGBTQ+ friendly"", ""Transgender safespace""]}]","[{""service_options"": [""Online estimates""]}]",https://serpapi.com/images/url/MAWpYXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngl14QX2aeE5HnXuWZm-eb7eGUk-NYEVVS5J5UHG5oURqVqRsVGmlbbmhkpJthaaSbrZuXDwDMgCIb,
